Age,Job,Marital_Status,Education,Default_On_Payments,Housing,Loan,Contact,Last_Int_Duration,Int_Nr_Campaign,Passed_Days_Last_Int,Int_Prior_Campaign,Last_Campaign_Outcome,Rate_Change_Employment,Cons_Price_Idx,Cons_Conf_Idx,Euribor_3_Months,Nr_Employed,Product_Or_Service,Date,Contact_Year,Contact_Month,Contact_Day,Quarter,Income,Customer_Seniority,Numwebvisitsmonth,Total_Children,Customer_Seniority_Days,Id
43.0,admin.,married,university_degree,No,No,No,telephone,350,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-03-05,2016,3,Saturday,1,66120,2012-03-13,1,1,1023,b6add1a8-9a61-4937-a847-47fdd537b2b7
42.0,services,married,high_school,No,Yes,No,telephone,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-11-18,2017,11,Saturday,4,157902,2012-02-12,2,2,1053,ef5a6df3-0502-4d01-830f-5e7e81cb6d91
41.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,167,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-11-30,2019,11,Saturday,4,157879,2012-03-13,1,2,1023,8556c25f-de94-47f9-91cd-02a23b2cb5e0
31.0,technician,single,university_degree,No,No,No,telephone,47,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-09-19,2017,9,Tuesday,3,162141,2012-03-15,25,3,1021,75827441-ea21-4214-b3d8-169cd0d2f3f2
56.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,214,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-12-23,2017,12,Saturday,4,93616,2012-11-11,31,0,780,4d55342a-cace-4bc2-96ca-66fefbf4824c
40.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,446,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-03-23,2018,3,Friday,1,84426,2012-08-10,25,3,873,ff3f6c3b-8710-413a-a66c-537d366b35f4
46.0,management,married,basic_9_years,No,Yes,No,telephone,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-10-02,2018,10,Tuesday,4,44876,2012-12-21,2,0,740,9feec1bc-be8a-43fd-a89f-d83b8ca91de3
56.0,admin.,divorced,high_school,No,Yes,No,telephone,181,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-01-20,2019,1,Sunday,1,65059,2012-08-24,5,2,859,778a65e0-3ce5-48f3-84d3-5ebc24e01d6c
42.0,blue-collar,divorced,basic_4_years,No,No,No,telephone,747,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-12-07,2017,12,Thursday,4,154688,2012-04-17,29,1,988,ce433993-1d70-4017-88f5-13892017c3b3
41.0,admin.,single,high_school,No,Yes,No,telephone,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-03-27,2015,3,Friday,1,153032,2012-06-06,5,2,938,56184541-4dd1-4c5b-a50e-1e1a74329b33
41.0,technician,divorced,basic_4_years,No,Yes,No,telephone,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-03-03,2015,3,Tuesday,1,93681,2012-06-29,22,2,915,88afc878-6bad-48d4-9228-bc384aff7a02
53.0,admin.,married,university_degree,No,No,Yes,telephone,37,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-09-08,2017,9,Friday,3,94221,2012-12-31,15,0,730,4680f6a9-6082-4d98-9274-43a1a0ed79d7
33.0,housemaid,married,basic_4_years,No,,,telephone,129,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-09-20,2015,9,Sunday,3,10518,2012-08-20,15,0,863,2061f400-680a-414a-b386-2328680a6d62
25.0,services,single,high_school,No,No,No,telephone,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-02-14,2017,2,Tuesday,1,110843,2012-08-18,31,1,865,fb198fa7-811d-4f00-8a6d-0d9c1d5f76be
42.0,admin.,married,high_school,No,No,No,telephone,1392,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1,2019-09-10,2019,9,Tuesday,3,97715,2012-08-11,19,3,872,63ef0bfc-a91a-41e9-a6ad-9395cdea41d7
34.0,services,married,high_school,No,Yes,Yes,telephone,441,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-01-04,2016,1,Monday,1,63572,2012-04-12,8,3,993,d94b0aaf-bc52-412b-b675-56ab425f2212
41.0,technician,divorced,basic_4_years,No,Yes,No,telephone,725,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-08-20,2018,8,Monday,3,134846,2012-01-21,26,4,1075,d7aad35c-2f4e-4be4-9291-423e84f5db1c
38.0,admin.,married,high_school,No,No,No,telephone,213,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-09-01,2015,9,Tuesday,3,148783,2012-12-19,11,3,742,f1b04771-1cb4-4ee2-879d-febff20c2d3c
31.0,technician,single,high_school,No,No,Yes,telephone,177,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-12-12,2019,12,Thursday,4,18518,2012-11-22,11,1,769,8f5d2d78-02c4-4313-82e3-4b4a2c4bc3c6
46.0,services,married,professional_course,No,Yes,No,telephone,273,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-11-22,2016,11,Tuesday,4,99486,2012-04-19,6,2,986,f030a8a0-d0a6-4e99-b46a-77989b115a83
39.0,retired,married,university_degree,No,No,No,telephone,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-03-22,2018,3,Thursday,1,89265,2012-12-01,16,3,760,8246e12a-f436-41c8-926a-ff87949a6369
39.0,services,married,high_school,No,No,Yes,telephone,480,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-02-25,2015,2,Wednesday,1,145087,2012-06-30,2,2,914,69ec23ba-aee8-4bdc-9866-3d34948a3d50
54.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-05-03,2017,5,Wednesday,2,72832,2012-06-11,27,1,933,47a216d0-ada9-4ee1-a26c-721a204b1263
39.0,admin.,divorced,university_degree,No,Yes,No,telephone,204,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-02-28,2016,2,Sunday,1,101062,2012-05-27,13,2,948,2676acdd-96bb-443f-ae98-36324f0ed05e
40.0,services,single,high_school,No,Yes,Yes,telephone,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-09-28,2018,9,Friday,3,82464,2012-08-17,12,3,866,9a7ca8f4-4ecb-4908-8a4c-676f60a70567
56.0,retired,divorced,basic_4_years,No,No,No,telephone,246,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-03-25,2016,3,Friday,1,46557,2012-08-25,20,3,858,80c8ebee-9d3f-4fcb-80c4-b29cfcb6da3e
41.0,admin.,married,university_degree,No,No,No,telephone,352,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-08-17,2018,8,Friday,3,14308,2012-10-16,27,3,806,03acae1c-85db-43b2-b510-c40aa8c4b5c3
33.0,admin.,divorced,high_school,No,No,No,telephone,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-03-28,2018,3,Wednesday,1,65143,2012-11-15,17,2,776,904c8685-22f5-4684-b8cd-5e91e2651f24
55.0,technician,married,high_school,No,Yes,No,telephone,719,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1,2018-08-25,2018,8,Saturday,3,30336,2012-01-22,27,2,1074,b9ccd112-9701-4081-a5a9-fc57cb074a99
33.0,admin.,divorced,high_school,No,No,No,telephone,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-10-02,2019,10,Wednesday,4,159081,2012-07-06,11,2,908,77115c37-aaad-486c-821a-495ce37599d5
48.0,admin.,divorced,high_school,No,No,No,telephone,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-03-25,2019,3,Monday,1,167719,2012-10-01,6,1,821,d89fa771-a21c-4769-b7a6-057657e7aec3
28.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-09-12,2017,9,Tuesday,3,74394,2012-08-10,26,1,873,52651a39-6657-45a8-bbd4-c34772ac5417
39.0,unemployed,married,university_degree,No,No,No,telephone,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-03-14,2019,3,Thursday,1,173169,2012-03-05,12,2,1031,b271e399-bae8-4c0a-ab07-36878dd61236
42.0,admin.,single,basic_9_years,No,No,Yes,telephone,408,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-07-14,2017,7,Friday,3,14194,2012-12-14,3,2,747,4f9e2f8c-3ee7-444e-bca2-37a2f266d78f
60.0,housemaid,married,high_school,No,Yes,No,telephone,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-10-06,2016,10,Thursday,4,121118,2012-05-31,11,3,944,1bbf7c30-7942-45d2-9dd2-d2c49aeafbb5
35.0,technician,married,basic_9_years,No,No,No,telephone,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-07-06,2018,7,Friday,3,171087,2012-04-14,16,3,991,ed439295-8456-49e5-ba6d-21d21349fa26
45.0,admin.,married,university_degree,No,Yes,Yes,telephone,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-03-30,2015,3,Monday,1,158070,2012-10-30,28,3,792,20ca2cb7-3a19-4dec-9e64-12753744729e
36.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-04-13,2019,4,Saturday,2,51944,2012-09-24,28,1,828,e64273b4-4800-4bcb-b19e-599eb80167d5
33.0,unemployed,married,basic_9_years,No,Yes,No,telephone,64,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-11-21,2016,11,Monday,4,81114,2012-10-20,10,3,802,1a42dd3a-4d50-423b-9fb2-80039a12b588
54.0,management,divorced,basic_6_years,No,Yes,No,telephone,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-05-04,2017,5,Thursday,2,121127,2012-08-14,30,3,869,5cb17a04-f97f-4480-84b9-10cf87b333ce
49.0,housemaid,married,basic_4_years,No,No,Yes,telephone,801,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1,2018-04-20,2018,4,Friday,2,20594,2012-08-03,22,0,880,228946fb-a4d0-4b5e-a8f1-1bb023f9d33c
46.0,housemaid,married,basic_4_years,No,No,No,telephone,336,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-02-09,2017,2,Thursday,1,117695,2012-03-14,20,2,1022,8ec9d6e4-a587-46f5-9c8c-1751dad034d2
32.0,management,single,university_degree,No,No,No,telephone,59,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-11-26,2015,11,Thursday,4,22605,2012-12-07,32,2,754,0bd319a0-c5ca-4cfb-a926-2ca1f1fa2ea7
39.0,blue-collar,divorced,basic_4_years,No,No,No,telephone,93,1,999,0,nonexistent,1.1,,-36.4,4.858,5191,0,2018-03-15,2018,3,Thursday,1,32765,2012-12-03,1,4,758,461e1931-7f5d-4700-b349-a479d2475b43
37.0,blue-collar,married,basic_6_years,No,No,No,telephone,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-06-01,2015,6,Monday,2,173121,2012-01-11,25,4,1085,6811d8cd-f4ce-45ba-af12-f624db811bda
35.0,technician,married,university_degree,No,No,No,telephone,86,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-03-28,2016,3,Monday,1,178861,2012-05-05,6,2,970,e134fa72-3d1f-49f7-b223-b6e5c8f98569
39.0,blue-collar,married,basic_6_years,No,No,No,telephone,317,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-10-13,2018,10,Saturday,4,160132,2012-10-11,15,2,811,26e4597f-470a-4688-b462-a1aba3a8f04e
33.0,technician,married,professional_course,No,Yes,No,telephone,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-07-30,2019,7,Tuesday,3,94794,2012-03-26,20,2,1010,976ecc34-9528-41b0-a257-7e76239a1126
38.0,blue-collar,married,basic_9_years,No,Yes,Yes,telephone,388,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-09-30,2019,9,Monday,3,70422,2012-05-02,32,2,973,d9ea1da9-d961-4901-9002-2b69c4ff38bd
39.0,housemaid,married,university_degree,No,No,No,telephone,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-12-22,2016,12,Thursday,4,15010,2012-12-27,9,0,734,97ebdfa4-63df-48f8-9a9f-dab65af3deb1
55.0,admin.,married,high_school,No,Yes,No,telephone,72,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-10-10,2018,10,Wednesday,4,99104,2012-03-13,24,1,1023,338a81d7-4465-4cb9-afa6-7b07f0a3e892
35.0,services,married,high_school,No,Yes,No,telephone,126,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-10-02,2016,10,Sunday,4,77699,2012-03-09,2,0,1027,1e4bb2ee-183a-4f14-9538-d1443db46ba9
55.0,admin.,married,high_school,No,Yes,No,telephone,339,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-01-20,2015,1,Tuesday,1,62922,2012-07-17,5,0,897,50b554e0-a8be-4a93-b190-2ed1a1285b65
33.0,blue-collar,married,basic_6_years,No,No,No,telephone,171,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-12-11,2015,12,Friday,4,69248,2012-12-20,32,1,741,0ba24382-044b-40b1-bd7d-f72a593767f0
32.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-08-18,2019,8,Sunday,3,18031,2012-04-15,11,2,990,18af8e80-1265-441d-b779-829b5b19333d
32.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,18,28,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-10-01,2019,10,Tuesday,4,71709,2012-08-26,29,1,857,a2eec8d0-771f-4a0b-9345-23bdf8a4840f
32.0,blue-collar,divorced,basic_9_years,No,No,No,telephone,129,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-05-23,2019,5,Thursday,2,110075,2012-08-23,6,1,860,0610bf13-2b18-4164-97b0-9e0153acc117
39.0,admin.,single,university_degree,No,Yes,Yes,telephone,938,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1,2017-11-29,2017,11,Wednesday,4,19192,2012-02-25,14,4,1040,9d88a443-5f72-4310-8c56-597815c2221f
38.0,blue-collar,married,high_school,No,Yes,No,telephone,173,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-08-10,2017,8,Thursday,3,166388,2012-12-16,21,3,745,a75c9ae9-8433-497e-a615-3bb6ff3e0817
56.0,self-employed,married,basic_4_years,No,No,No,telephone,222,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-03-09,2017,3,Thursday,1,18552,2012-05-23,6,3,952,13cd3ff4-8e22-4182-b693-48053b5c2be8
55.0,admin.,married,high_school,No,Yes,Yes,telephone,692,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-09-25,2017,9,Monday,3,172903,2012-06-23,29,2,921,1bd7374b-dfec-45ed-b513-4c7c12382720
33.0,technician,married,professional_course,No,Yes,Yes,telephone,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-09-17,2016,9,Saturday,3,45599,2012-02-13,17,1,1052,dc2a1c2a-7a01-410d-8d3f-84ca86184997
45.0,admin.,single,high_school,No,Yes,Yes,telephone,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-05-03,2016,5,Tuesday,2,52228,2012-11-11,4,1,780,61d45ea3-f95e-4c7e-97e8-a432bc61030c
58.0,management,married,university_degree,No,No,No,telephone,134,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-07-08,2017,7,Saturday,3,93952,2012-12-06,5,2,755,012a77bb-dbf5-427f-9851-265488ed97da
46.0,self-employed,married,university_degree,No,Yes,Yes,telephone,323,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-06-01,2019,6,Saturday,2,86530,2012-01-07,24,1,1089,12a6ecbe-1582-410e-85da-817651c7d64e
39.0,management,married,university_degree,No,Yes,No,telephone,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-03-05,2017,3,Sunday,1,149147,2012-09-28,10,3,824,7d37c053-02ff-492c-9bc3-a26ae82137f7
50.0,self-employed,married,basic_4_years,No,No,Yes,telephone,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-11-30,2017,11,Thursday,4,114904,2012-01-07,32,0,1089,7164746d-60e8-4189-a9a3-e30b43a57c19
56.0,blue-collar,married,basic_4_years,No,No,No,telephone,482,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-10-22,2017,10,Sunday,4,18526,2012-01-09,26,3,1087,c31504fa-f4f5-44f5-978c-f353f7278483
33.0,blue-collar,married,basic_4_years,No,Yes,Yes,telephone,207,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-03-27,2019,3,Wednesday,1,83370,2012-12-26,16,4,735,0fc6c791-d9ed-428f-8ee7-44948707d076
26.0,admin.,married,university_degree,No,Yes,Yes,telephone,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-02-01,2016,2,Monday,1,155848,2012-02-29,5,2,1036,d176ee0c-a13c-4cbc-bdf3-8536ca9db0b6
49.0,housemaid,single,high_school,No,Yes,No,telephone,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-09-18,2019,9,Wednesday,3,178183,2012-10-05,11,2,817,f6dd2bca-fb63-4576-92b6-ab1d7b226ce9
36.0,services,married,high_school,No,Yes,Yes,telephone,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-12-03,2019,12,Tuesday,4,96303,2012-06-15,12,3,929,713734be-41f4-44e6-9221-3978f095ac54
52.0,self-employed,single,university_degree,No,No,No,telephone,353,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-05-06,2019,5,Monday,2,177289,2012-03-21,16,4,1015,41984b61-69b2-4c23-a0fa-9edd3be2745f
49.0,blue-collar,married,basic_9_years,No,No,Yes,telephone,554,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-03-13,2016,3,Sunday,1,48780,2012-06-10,10,3,934,e343e650-c3c6-406b-b85c-8293c8a99140
49.0,blue-collar,married,basic_4_years,No,No,No,telephone,432,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-04-30,2019,4,Tuesday,2,168339,2012-11-15,25,4,776,a6b2554b-7990-478d-9c04-361090f2a77d
39.0,admin.,single,high_school,No,No,No,telephone,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2019-05-13,2019,5,Monday,2,95127,2012-03-22,24,2,1014,7deeec52-e327-435d-ba83-8163f9f05a7a
36.0,services,married,high_school,No,No,No,telephone,361,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-05-26,2016,5,Thursday,2,52333,2012-11-04,8,4,787,1766adbb-07b4-4fee-822f-a087780a6de9
45.0,admin.,single,professional_course,No,Yes,No,telephone,565,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1,2019-12-19,2019,12,Thursday,4,138886,2012-04-01,18,0,1004,b47ad13a-ddda-456f-8142-3bb11b112070
41.0,technician,married,university_degree,No,No,No,telephone,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-07-25,2016,7,Monday,3,108916,2012-01-06,32,2,1090,c155b318-6c76-45a9-bb6f-60f75b47d6ce
39.0,admin.,married,high_school,No,No,No,telephone,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-04-10,2018,4,Tuesday,2,51685,2012-05-13,28,2,962,42b92e30-021c-468f-a2b5-4b8c96486bbf
31.0,services,married,professional_course,No,No,No,telephone,287,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-10-19,2015,10,Monday,4,85513,2012-01-12,1,2,1084,0e592738-d594-4c11-b871-beaad5e7d78f
32.0,technician,married,professional_course,No,No,No,telephone,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-09-18,2015,9,Friday,3,78628,2012-11-08,16,3,783,44d05a7d-7faf-4ed1-a77e-49951610372b
59.0,retired,married,professional_course,No,No,No,telephone,905,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1,2019-03-21,2019,3,Thursday,1,8017,2012-05-17,16,1,958,05936771-0983-4f2f-aca9-21c4317f1b2a
25.0,services,divorced,high_school,No,Yes,Yes,telephone,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-03-31,2015,3,Tuesday,1,72822,2012-03-19,20,2,1017,6934ee46-17ee-4968-b62c-18339525a4a9
22.0,services,single,basic_4_years,No,No,No,telephone,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-06-26,2017,6,Monday,2,164708,2012-09-27,30,2,825,f1cdc35c-5c88-4ac1-8e8c-58828cd1f44b
43.0,blue-collar,married,basic_9_years,No,No,No,telephone,111,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-02-22,2018,2,Thursday,1,137605,2012-11-11,12,3,780,d727672d-121c-4394-b648-73935ac9b453
35.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-04-05,2016,4,Tuesday,2,148911,2012-09-08,13,0,844,1ee3ac41-8a24-4d05-8383-bceffecaa193
60.0,entrepreneur,married,basic_4_years,No,Yes,No,telephone,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-12-16,2016,12,Friday,4,101578,2012-09-21,9,0,831,ec9a6788-f1a5-4a2d-a84d-2822d147763d
40.0,admin.,married,university_degree,No,No,No,telephone,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-05-10,2016,5,Tuesday,2,124606,2012-10-03,16,4,819,dd4444da-702f-488d-afef-28d0aa8e22a3
37.0,unemployed,married,professional_course,No,Yes,No,telephone,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-02-08,2015,2,Sunday,1,6438,2012-12-13,28,0,748,6be807fe-fa5b-46d6-b99a-55716a5ef51d
39.0,technician,married,university_degree,No,Yes,Yes,telephone,298,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-01-14,2018,1,Sunday,1,23917,2012-01-23,18,2,1073,0addf6ef-a030-4cb2-bda5-2076c6c24ad0
36.0,technician,single,university_degree,No,No,No,telephone,86,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-11-07,2015,11,Saturday,4,14716,2012-11-16,16,1,775,1004fe74-00b2-4b8e-94f5-c0cf1ddbc599
35.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,420,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-09-29,2016,9,Thursday,3,12914,2012-08-31,7,2,852,5f9b5d40-6991-408c-b1ed-f4903cc8bbf2
43.0,entrepreneur,married,basic_9_years,No,Yes,No,telephone,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-08-18,2019,8,Sunday,3,11191,2012-04-25,17,1,980,451f2772-9973-49ab-bf5b-343f1501868b
39.0,housemaid,married,basic_9_years,No,Yes,No,telephone,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-11-24,2018,11,Saturday,4,84396,2012-08-01,28,3,882,190b418b-10eb-479b-85b2-0badedd9be3b
56.0,blue-collar,married,unknown,No,Yes,No,telephone,508,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2017-02-02,2017,2,Thursday,1,145663,2012-03-16,5,2,1020,42ca91ae-1762-4920-8bd0-d3c9f9e87990
37.0,services,single,high_school,No,No,No,telephone,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-07-24,2016,7,Sunday,3,148694,2012-11-06,31,1,785,6add4a32-9b00-447b-a61a-5b4ac47df9bb
38.0,blue-collar,married,professional_course,No,No,No,telephone,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-03-10,2018,3,Saturday,1,114976,2012-02-05,20,3,1060,320a57ac-5ca7-4952-a81d-d1e64e80c03e
37.0,technician,single,university_degree,No,No,No,telephone,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-11-12,2016,11,Saturday,4,159142,2012-09-09,10,3,843,bdd03ae4-ce8a-4444-824d-9ca43218f2f8
39.0,blue-collar,married,basic_9_years,No,No,No,telephone,783,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1,2018-11-24,2018,11,Saturday,4,20094,2012-05-18,20,2,957,380acfec-47a5-42ee-b7ec-9e15a9fc6677
39.0,retired,married,high_school,No,No,No,telephone,264,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-07-22,2018,7,Sunday,3,136806,2012-02-16,24,2,1049,2c1c7470-2ead-41e6-b602-0846009af3d4
38.0,services,married,basic_9_years,No,No,No,telephone,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-02-11,2018,2,Sunday,1,130361,2012-12-28,13,4,733,89bdca1b-45fe-4a48-bf35-2d6faedb468b
39.0,technician,single,professional_course,No,No,No,telephone,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-07-20,2018,7,Friday,3,46720,2012-05-16,7,2,959,dc1fa860-7bff-4b6a-b793-39c4ddc23d1e
39.0,management,married,high_school,No,No,No,telephone,353,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-05-16,2015,5,Saturday,2,19365,2012-04-12,20,2,993,0508d68c-3e94-4070-b587-f95301057cc3
39.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-03-03,2018,3,Saturday,1,14879,2012-10-09,3,2,813,346cd25e-053f-4891-8342-94833d235fa7
39.0,technician,single,professional_course,No,No,No,telephone,1106,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-10-14,2018,10,Sunday,4,83715,2012-03-18,11,1,1018,a0ca8e12-f2dd-4d30-b07b-497905e16c4c
35.0,blue-collar,married,basic_9_years,No,No,No,telephone,419,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2018-10-22,2018,10,Monday,4,80616,2012-03-28,28,4,1008,76c28b1e-a06c-4fd1-84f9-b19330e3d1a6
40.0,admin.,married,university_degree,No,Yes,Yes,telephone,603,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2016-06-07,2016,6,Tuesday,2,147159,2012-12-30,31,2,731,224e096e-36c4-4213-b58f-d3f4f711a3e4
55.0,admin.,single,university_degree,No,Yes,Yes,telephone,415,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0,2015-06-14,2015,6,Sunday,2,57946,2012-08-07,19,2,876,2d3c91eb-e17c-45d0-b8f1-6faa41ba4de1
